-1.167245101928710938e+01 -1.868833303451538086e+00 -3.438671588897705078e+00
-1.105667495727539062e+01 -1.784304499626159668e+00 -3.438671588897705078e+00
-1.107928085327148438e+01 -1.090475916862487793e+00 -3.438671588897705078e+00
-1.169710922241210938e+01 -1.138113021850585938e+00 -3.438671588897705078e+00
-1.158817100524902344e+01 -1.874295592308044434e+00 -2.727202653884887695e+00
-1.098075485229492188e+01 -1.784842133522033691e+00 -2.727202653884887695e+00
-1.101322364807128906e+01 -1.100331306457519531e+00 -2.727202653884887695e+00
-1.162119007110595703e+01 -1.158338546752929688e+00 -2.727202653884887695e+00
-1.160920047760009766e+01 -2.925805568695068359e+00 -3.438671588897705078e+00
-1.099492835998535156e+01 -2.820441484451293945e+00 -3.438671588897705078e+00
-1.103407096862792969e+01 -2.247905254364013672e+00 -3.438671588897705078e+00
-1.164889335632324219e+01 -2.347907066345214844e+00 -3.438671588897705078e+00
-1.150838375091552734e+01 -2.988781690597534180e+00 -2.727202653884887695e+00
-1.090397453308105469e+01 -2.865349769592285156e+00 -2.727202653884887695e+00
-1.095147705078125000e+01 -2.257838249206542969e+00 -2.727202653884887695e+00
-1.155793952941894531e+01 -2.364829301834106445e+00 -2.727202653884887695e+00
-1.151251983642578125e+01 -4.117777824401855469e+00 -3.438671588897705078e+00
-1.090351009368896484e+01 -3.929876565933227539e+00 -3.438671588897705078e+00
-1.095993995666503906e+01 -3.271179914474487305e+00 -3.438671588897705078e+00
-1.157265472412109375e+01 -3.400104522705078125e+00 -3.438671588897705078e+00
-1.139892482757568359e+01 -4.173953533172607422e+00 -2.727202653884887695e+00
-1.080443382263183594e+01 -3.972135066986083984e+00 -2.727202653884887695e+00
-1.086456871032714844e+01 -3.324752330780029297e+00 -2.727202653884887695e+00
-1.146576881408691406e+01 -3.473603248596191406e+00 -2.727202653884887695e+00
-1.121860885620117188e+01 -5.367838382720947266e+00 -3.438671588897705078e+00
-1.064146137237548828e+01 -5.114631652832031250e+00 -3.438671588897705078e+00
-1.081816387176513672e+01 -4.423888206481933594e+00 -3.438671588897705078e+00
-1.141763973236083984e+01 -4.645103931427001953e+00 -3.438671588897705078e+00
-1.111883640289306641e+01 -5.432648658752441406e+00 -2.727202653884887695e+00
-1.055320358276367188e+01 -5.169779300689697266e+00 -2.727202653884887695e+00
-1.072099399566650391e+01 -4.466569900512695312e+00 -2.727202653884887695e+00
-1.130595111846923828e+01 -4.698950290679931641e+00 -2.727202653884887695e+00
-1.083845806121826172e+01 -6.469200611114501953e+00 -3.438671588897705078e+00
-1.030430412292480469e+01 -6.154209136962890625e+00 -3.438671588897705078e+00
-1.050375652313232422e+01 -5.578326702117919922e+00 -3.438671588897705078e+00
-1.106339454650878906e+01 -5.856670379638671875e+00 -3.438671588897705078e+00
-1.076008129119873047e+01 -6.535973072052001953e+00 -2.727202653884887695e+00
-1.023428726196289062e+01 -6.215975284576416016e+00 -2.727202653884887695e+00
-1.042277717590332031e+01 -5.638590335845947266e+00 -2.727202653884887695e+00
-1.097255134582519531e+01 -5.924944877624511719e+00 -2.727202653884887695e+00
-1.041711521148681641e+01 -7.532948493957519531e+00 -3.438671588897705078e+00
-9.912332534790039062e+00 -7.190105915069580078e+00 -3.438671588897705078e+00
-1.014581203460693359e+01 -6.586138248443603516e+00 -3.438671588897705078e+00
-1.066526317596435547e+01 -6.918417453765869141e+00 -3.438671588897705078e+00
-1.034200286865234375e+01 -7.630977630615234375e+00 -2.727202653884887695e+00
-9.851188659667968750e+00 -7.273965835571289062e+00 -2.727202653884887695e+00
-1.008111381530761719e+01 -6.654228687286376953e+00 -2.727202653884887695e+00
-1.059110260009765625e+01 -6.993165969848632812e+00 -2.727202653884887695e+00
-9.946953773498535156e+00 -8.546042442321777344e+00 -3.438671588897705078e+00
-9.482357978820800781e+00 -8.158806800842285156e+00 -3.438671588897705078e+00
-9.734539031982421875e+00 -7.611553192138671875e+00 -3.438671588897705078e+00
-1.022461891174316406e+01 -7.969125747680664062e+00 -3.438671588897705078e+00
-9.860070228576660156e+00 -8.692098617553710938e+00 -2.727202653884887695e+00
-9.409041404724121094e+00 -8.288967132568359375e+00 -2.727202653884887695e+00
-9.671085357666015625e+00 -7.712049961090087891e+00 -2.727202653884887695e+00
-1.014609527587890625e+01 -8.086269378662109375e+00 -2.727202653884887695e+00
-9.420804023742675781e+00 -9.491458892822265625e+00 -3.438671588897705078e+00
-8.984075546264648438e+00 -9.096164703369140625e+00 -3.438671588897705078e+00
-9.281247138977050781e+00 -8.556656837463378906e+00 -3.438671588897705078e+00
-9.731543540954589844e+00 -8.954004287719726562e+00 -3.438671588897705078e+00
-9.331610679626464844e+00 -9.647350311279296875e+00 -2.727202653884887695e+00
-8.909952163696289062e+00 -9.234382629394531250e+00 -2.727202653884887695e+00
-9.205071449279785156e+00 -8.696928024291992188e+00 -2.727202653884887695e+00
-9.641798973083496094e+00 -9.110446929931640625e+00 -2.727202653884887695e+00
-8.715178489685058594e+00 -1.048970031738281250e+01 -3.438671588897705078e+00
-8.339949607849121094e+00 -1.003900241851806641e+01 -3.438671588897705078e+00
-8.731825828552246094e+00 -9.493407249450683594e+00 -3.438671588897705078e+00
-9.148431777954101562e+00 -9.903002738952636719e+00 -3.438671588897705078e+00
-8.618697166442871094e+00 -1.065325641632080078e+01 -2.727202653884887695e+00
-8.258062362670898438e+00 -1.018638706207275391e+01 -2.727202653884887695e+00
-8.656170845031738281e+00 -9.633533477783203125e+00 -2.727202653884887695e+00
-9.057433128356933594e+00 -1.006080150604248047e+01 -2.727202653884887695e+00
-7.998900890350341797e+00 -1.128612136840820312e+01 -3.438671588897705078e+00
-7.659617424011230469e+00 -1.083234119415283203e+01 -3.438671588897705078e+00
-8.052618980407714844e+00 -1.039781379699707031e+01 -3.438671588897705078e+00
-8.407120704650878906e+00 -1.086035537719726562e+01 -3.438671588897705078e+00
-7.857182502746582031e+00 -1.147798252105712891e+01 -2.727202653884887695e+00
-7.540428638458251953e+00 -1.100242424011230469e+01 -2.727202653884887695e+00
-7.959062576293945312e+00 -1.055322837829589844e+01 -2.727202653884887695e+00
-8.297043800354003906e+00 -1.103304195404052734e+01 -2.727202653884887695e+00
-7.099176406860351562e+00 -1.201866340637207031e+01 -3.438671588897705078e+00
-6.838002681732177734e+00 -1.153833770751953125e+01 -3.438671588897705078e+00
-7.334124088287353516e+00 -1.113798236846923828e+01 -3.438671588897705078e+00
-7.648391246795654297e+00 -1.159652900695800781e+01 -3.438671588897705078e+00
-6.918818473815917969e+00 -1.220913314819335938e+01 -2.727202653884887695e+00
-6.681350231170654297e+00 -1.171153640747070312e+01 -2.727202653884887695e+00
-7.198022842407226562e+00 -1.131283283233642578e+01 -2.727202653884887695e+00
-7.487833976745605469e+00 -1.179315757751464844e+01 -2.727202653884887695e+00
-6.071368217468261719e+00 -1.261132717132568359e+01 -3.438671588897705078e+00
-5.881860733032226562e+00 -1.213294410705566406e+01 -3.438671588897705078e+00
-6.448823928833007812e+00 -1.180497264862060547e+01 -3.438671588897705078e+00
-6.676555633544921875e+00 -1.229061508178710938e+01 -3.438671588897705078e+00
-5.886188030242919922e+00 -1.277389240264892578e+01 -2.727202653884887695e+00
-5.717031478881835938e+00 -1.227783679962158203e+01 -2.727202653884887695e+00
-6.284470558166503906e+00 -1.197014045715332031e+01 -2.727202653884887695e+00
-6.489597797393798828e+00 -1.247195434570312500e+01 -2.727202653884887695e+00
-4.955395698547363281e+00 -1.301851558685302734e+01 -3.438671588897705078e+00
-4.829304695129394531e+00 -1.255496501922607422e+01 -3.438671588897705078e+00
-5.447858810424804688e+00 -1.233393287658691406e+01 -3.438671588897705078e+00
-5.610120773315429688e+00 -1.280639362335205078e+01 -3.438671588897705078e+00
-4.768712043762207031e+00 -1.314725589752197266e+01 -2.727202653884887695e+00
-4.661119937896728516e+00 -1.266958713531494141e+01 -2.727202653884887695e+00
